index,postcode,Name,Address
1339,3450-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
1340,3450-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
1341,3451-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
1342,3451-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
1343,3451-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
1347,3453-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1348,3453-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1349,3453-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
1362,3458-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
1363,3458-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
1364,3458-vic,Lifeline Medicals Centre,"Lifeline Medicals Centre, Sunshine Road, West Footscray VIC 3012, Australia"
1368,3460-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
1369,3460-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
1370,3460-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
1371,3461-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
1372,3461-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
1373,3461-vic,Lifeline Medicals Centre,"Lifeline Medicals Centre, Sunshine Road, West Footscray VIC 3012, Australia"
1374,3462-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
1375,3462-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
1376,3462-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
1377,3463-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
1378,3463-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
1379,3463-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
1380,3464-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
1381,3464-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
1382,3464-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
1383,3465-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
1384,3465-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
1385,3465-vic,Sunshine Central Medical Clinic,"Sunshine Central Medical Clinic, 217 Hampshire Road, Sunshine VIC 3020, Australia"
1389,3467-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
1390,3467-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
1391,3467-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
1392,3468-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
1393,3468-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
1394,3468-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
1395,3469-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
1396,3469-vic,Newtown Medical Centre,"Newtown Medical Centre, 311 Pakington Street, Newtown VIC 3220, Australia"
1397,3469-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
1404,3472-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
1405,3472-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1406,3472-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1413,3475-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
1414,3475-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
1415,3475-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1419,3477-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
1420,3477-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1421,3477-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1422,3478-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1423,3478-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1424,3478-vic,Forest Road Medical Centre,"Forest Road Medical Centre, 3 Forest Road South, Lara VIC 3212, Australia"
1428,3480-vic,Unknown Doctor,Unknown Address
1429,3480-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1430,3480-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1434,3482-vic,Unknown Doctor,Unknown Address
1435,3482-vic,Deakin Medical Centre,"Deakin Medical Centre, 255 Deakin Avenue, Mildura VIC 3500, Australia"
1436,3482-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1437,3483-vic,Unknown Doctor,Unknown Address
1438,3483-vic,Deakin Medical Centre,"Deakin Medical Centre, 255 Deakin Avenue, Mildura VIC 3500, Australia"
1439,3483-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1443,3485-vic,Unknown Doctor,Unknown Address
1444,3485-vic,Deakin Medical Centre,"Deakin Medical Centre, 255 Deakin Avenue, Mildura VIC 3500, Australia"
1445,3485-vic,Unknown Doctor,"Cornwall Street, Berri SA 5343, Australia"
1449,3487-vic,Unknown Doctor,Unknown Address
1450,3487-vic,Deakin Medical Centre,"Deakin Medical Centre, 255 Deakin Avenue, Mildura VIC 3500, Australia"
1451,3487-vic,Unknown Doctor,"Cornwall Street, Berri SA 5343, Australia"
1452,3488-vic,Unknown Doctor,Unknown Address
1453,3488-vic,Deakin Medical Centre,"Deakin Medical Centre, 255 Deakin Avenue, Mildura VIC 3500, Australia"
1454,3488-vic,Unknown Doctor,"Cornwall Street, Berri SA 5343, Australia"
1455,3489-vic,Unknown Doctor,Unknown Address
1456,3489-vic,Deakin Medical Centre,"Deakin Medical Centre, 255 Deakin Avenue, Mildura VIC 3500, Australia"
1457,3489-vic,Unknown Doctor,"Cornwall Street, Berri SA 5343, Australia"
1458,3490-vic,Deakin Medical Centre,"Deakin Medical Centre, 255 Deakin Avenue, Mildura VIC 3500, Australia"
1459,3490-vic,Unknown Doctor,Unknown Address
1460,3490-vic,Unknown Doctor,"Cornwall Street, Berri SA 5343, Australia"
1461,3491-vic,Unknown Doctor,Unknown Address
1462,3491-vic,Deakin Medical Centre,"Deakin Medical Centre, 255 Deakin Avenue, Mildura VIC 3500, Australia"
1463,3491-vic,Unknown Doctor,"Cornwall Street, Berri SA 5343, Australia"
1470,3494-vic,Deakin Medical Centre,"Deakin Medical Centre, 255 Deakin Avenue, Mildura VIC 3500, Australia"
1471,3494-vic,Unknown Doctor,Unknown Address
1472,3494-vic,Unknown Doctor,"Cornwall Street, Berri SA 5343, Australia"
1476,3496-vic,Deakin Medical Centre,"Deakin Medical Centre, 255 Deakin Avenue, Mildura VIC 3500, Australia"
1477,3496-vic,Unknown Doctor,"Cornwall Street, Berri SA 5343, Australia"
1478,3496-vic,Unknown Doctor,Unknown Address
1482,3498-vic,Deakin Medical Centre,"Deakin Medical Centre, 255 Deakin Avenue, Mildura VIC 3500, Australia"
1483,3498-vic,Unknown Doctor,Unknown Address
1484,3498-vic,Unknown Doctor,"Cornwall Street, Berri SA 5343, Australia"
1488,3500-vic,Deakin Medical Centre,"Deakin Medical Centre, 255 Deakin Avenue, Mildura VIC 3500, Australia"
1489,3500-vic,Unknown Doctor,Unknown Address
1490,3500-vic,Unknown Doctor,"Cornwall Street, Berri SA 5343, Australia"
1491,3501-vic,Deakin Medical Centre,"Deakin Medical Centre, 255 Deakin Avenue, Mildura VIC 3500, Australia"
1492,3501-vic,Unknown Doctor,Unknown Address
1493,3501-vic,Unknown Doctor,"Cornwall Street, Berri SA 5343, Australia"
1494,3502-vic,Deakin Medical Centre,"Deakin Medical Centre, 255 Deakin Avenue, Mildura VIC 3500, Australia"
1495,3502-vic,Unknown Doctor,Unknown Address
1496,3502-vic,Unknown Doctor,"Cornwall Street, Berri SA 5343, Australia"
1497,3503-vic,No 68 Medical Centre,"No 68 Medical Centre, 68 Lonsdale Street, Melbourne VIC 3000, Australia"
1498,3503-vic,Swanston Street Medical Centre,"Swanston Street Medical Centre, 267 Bourke Street, Melbourne VIC 3000, Australia"
1499,3503-vic,Royal Park Medical,"Royal Park Medical, Flemington Road, North Melbourne VIC 3051, Australia"
1503,3505-vic,Deakin Medical Centre,"Deakin Medical Centre, 255 Deakin Avenue, Mildura VIC 3500, Australia"
1504,3505-vic,Unknown Doctor,Unknown Address
1505,3505-vic,Unknown Doctor,"Cornwall Street, Berri SA 5343, Australia"
1506,3506-vic,Unknown Doctor,"Cornwall Street, Berri SA 5343, Australia"
1507,3506-vic,Deakin Medical Centre,"Deakin Medical Centre, 255 Deakin Avenue, Mildura VIC 3500, Australia"
1508,3506-vic,Unknown Doctor,Unknown Address
1509,3507-vic,Unknown Doctor,Unknown Address
1510,3507-vic,Deakin Medical Centre,"Deakin Medical Centre, 255 Deakin Avenue, Mildura VIC 3500, Australia"
1511,3507-vic,Unknown Doctor,"Cornwall Street, Berri SA 5343, Australia"
1515,3509-vic,Unknown Doctor,Unknown Address
1516,3509-vic,Deakin Medical Centre,"Deakin Medical Centre, 255 Deakin Avenue, Mildura VIC 3500, Australia"
1517,3509-vic,Unknown Doctor,"Cornwall Street, Berri SA 5343, Australia"
1524,3512-vic,Unknown Doctor,"Cornwall Street, Berri SA 5343, Australia"
1525,3512-vic,Deakin Medical Centre,"Deakin Medical Centre, 255 Deakin Avenue, Mildura VIC 3500, Australia"
1526,3512-vic,Unknown Doctor,Unknown Address
1533,3515-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1534,3515-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1535,3515-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
1536,3516-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1537,3516-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1538,3516-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
1539,3517-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1540,3517-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1541,3517-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
1542,3518-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1543,3518-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1544,3518-vic,Unknown Doctor,Unknown Address
1548,3520-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1549,3520-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1550,3520-vic,Unknown Doctor,Unknown Address
1551,3521-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
1552,3521-vic,Doctors of Coburg North,"Doctors of Coburg North, 120 Sussex Street, Pascoe Vale VIC 3058, Australia"
1553,3521-vic,Polaris Medical Centre,"Polaris Medical Centre, Copernicus Crescent, Bundoora VIC 3086, Australia"
1554,3522-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
1555,3522-vic,Doctors of Coburg North,"Doctors of Coburg North, 120 Sussex Street, Pascoe Vale VIC 3058, Australia"
1556,3522-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
1557,3523-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1558,3523-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1559,3523-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
1563,3525-vic,Unknown Doctor,Unknown Address
1564,3525-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1565,3525-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1569,3527-vic,Unknown Doctor,Unknown Address
1570,3527-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1571,3527-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1575,3529-vic,Unknown Doctor,Unknown Address
1576,3529-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1577,3529-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1578,3530-vic,Unknown Doctor,Unknown Address
1579,3530-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1580,3530-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1581,3531-vic,Unknown Doctor,Unknown Address
1582,3531-vic,Deakin Medical Centre,"Deakin Medical Centre, 255 Deakin Avenue, Mildura VIC 3500, Australia"
1583,3531-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1587,3533-vic,Unknown Doctor,Unknown Address
1588,3533-vic,Deakin Medical Centre,"Deakin Medical Centre, 255 Deakin Avenue, Mildura VIC 3500, Australia"
1589,3533-vic,Unknown Doctor,"Cornwall Street, Berri SA 5343, Australia"
1599,3537-vic,Unknown Doctor,Unknown Address
1600,3537-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1601,3537-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1608,3540-vic,Unknown Doctor,Unknown Address
1609,3540-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1610,3540-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1614,3542-vic,Unknown Doctor,Unknown Address
1615,3542-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1616,3542-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1620,3544-vic,Unknown Doctor,Unknown Address
1621,3544-vic,Deakin Medical Centre,"Deakin Medical Centre, 255 Deakin Avenue, Mildura VIC 3500, Australia"
1622,3544-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1626,3546-vic,Unknown Doctor,Unknown Address
1627,3546-vic,Deakin Medical Centre,"Deakin Medical Centre, 255 Deakin Avenue, Mildura VIC 3500, Australia"
1628,3546-vic,Unknown Doctor,"Cornwall Street, Berri SA 5343, Australia"
1635,3549-vic,Unknown Doctor,Unknown Address
1636,3549-vic,Deakin Medical Centre,"Deakin Medical Centre, 255 Deakin Avenue, Mildura VIC 3500, Australia"
1637,3549-vic,Unknown Doctor,"Cornwall Street, Berri SA 5343, Australia"
1638,3550-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1639,3550-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1640,3550-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
1641,3551-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1642,3551-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1643,3551-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
1644,3552-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1645,3552-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1646,3552-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
1653,3555-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1654,3555-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1655,3555-vic,St Albans Family Doctors Clinic,"St Albans Family Doctors Clinic, 167 St Albans Road, St Albans VIC 3021, Australia"
1656,3556-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1657,3556-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1658,3556-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
1659,3557-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1660,3557-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1661,3557-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
1662,3558-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1663,3558-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1664,3558-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
1665,3559-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1666,3559-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1667,3559-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
1671,3561-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1672,3561-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1673,3561-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
1674,3562-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1675,3562-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1676,3562-vic,Unknown Doctor,Unknown Address
1677,3563-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1678,3563-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1679,3563-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
1680,3564-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1681,3564-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1682,3564-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
1686,3566-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1687,3566-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1688,3566-vic,Unknown Doctor,Unknown Address
1689,3567-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1690,3567-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1691,3567-vic,Unknown Doctor,Unknown Address
1692,3568-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1693,3568-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1694,3568-vic,Unknown Doctor,Unknown Address
1698,3570-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1699,3570-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1700,3570-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
1701,3571-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1702,3571-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1703,3571-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
1704,3572-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1705,3572-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1706,3572-vic,Edgars Ultimate Medical Clinic.CO,"Edgars Ultimate Medical Clinic.CO, 168 Edgars Road, Thomastown VIC 3074, Australia"
1707,3573-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1708,3573-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1709,3573-vic,Unknown Doctor,Unknown Address
1713,3575-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1714,3575-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1715,3575-vic,Unknown Doctor,Unknown Address
1716,3576-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1717,3576-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1718,3576-vic,Unknown Doctor,Unknown Address
1725,3579-vic,Unknown Doctor,Unknown Address
1726,3579-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1727,3579-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1728,3580-vic,Unknown Doctor,Unknown Address
1729,3580-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1730,3580-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1731,3581-vic,Unknown Doctor,Unknown Address
1732,3581-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1733,3581-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1737,3583-vic,Unknown Doctor,Unknown Address
1738,3583-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1739,3583-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1740,3584-vic,Unknown Doctor,Unknown Address
1741,3584-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1742,3584-vic,Tatura Medical Centre,"Tatura Medical Centre, 4 Thomson Street, Tatura VIC 3616, Australia"
1743,3585-vic,Unknown Doctor,Unknown Address
1744,3585-vic,Deakin Medical Centre,"Deakin Medical Centre, 255 Deakin Avenue, Mildura VIC 3500, Australia"
1745,3585-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1746,3586-vic,Unknown Doctor,Unknown Address
1747,3586-vic,Deakin Medical Centre,"Deakin Medical Centre, 255 Deakin Avenue, Mildura VIC 3500, Australia"
1748,3586-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1752,3588-vic,Unknown Doctor,Unknown Address
1753,3588-vic,Deakin Medical Centre,"Deakin Medical Centre, 255 Deakin Avenue, Mildura VIC 3500, Australia"
1754,3588-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1755,3589-vic,Unknown Doctor,Unknown Address
1756,3589-vic,Deakin Medical Centre,"Deakin Medical Centre, 255 Deakin Avenue, Mildura VIC 3500, Australia"
1757,3589-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1758,3590-vic,Unknown Doctor,Unknown Address
1759,3590-vic,Deakin Medical Centre,"Deakin Medical Centre, 255 Deakin Avenue, Mildura VIC 3500, Australia"
1760,3590-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1761,3591-vic,Unknown Doctor,Unknown Address
1762,3591-vic,Deakin Medical Centre,"Deakin Medical Centre, 255 Deakin Avenue, Mildura VIC 3500, Australia"
1763,3591-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
1770,3594-vic,Unknown Doctor,Unknown Address
1771,3594-vic,Deakin Medical Centre,"Deakin Medical Centre, 255 Deakin Avenue, Mildura VIC 3500, Australia"
1772,3594-vic,Tatura Doctors,"Tatura Doctors, Hogan Street, Tatura VIC 3616, Australia"
